department,course_number,course_title
MEDECK   ,606,P-GASTRO SEA
MEDECK   ,607,P-HEM/ONC SEA
MEDECK   ,608,P-INF DIS SEA
MEDECK   ,609,P-NEPH SEA
MEDECK   ,610,P-CLN RESP DISEASES 
MEDECK   ,611,ADV INPT GERIATRICS 
MEDECK   ,612,P-HIV CARE SEA
MEDECK   ,614,ONCOLOGY SUBI
MEDECK   ,615,P-RHEUM SEA
MEDECK   ,616,P-ADV CL DERM SEA
MEDECK   ,617,P-HMC EVE CLINIC SEA
MEDECK   ,618,P-MED CONSULT SEA
MEDECK   ,619,P-MGT SEX DIS SEA
MEDECK   ,620,P-MICU SUB I-SEA
MEDECK   ,621,ADV OUTPT GERIATRICS
MEDECK   ,622,P-CL MED GENETICS
MEDECK   ,624,HOSP SUB I SEA
MEDECK   ,625,CARDS SUB I SEA
MEDECK   ,631,P-WD MED SUB I SPO
MEDECK   ,633,P-CARD/ELEC WA
MEDECK   ,634,P-DERM WA
MEDECK   ,637,INF DIS YAKIMA
MEDECK   ,638,INF DIS SPOKANE
MEDECK   ,639,P-NEPH WA
MEDECK   ,640,P-MICU SUB I WASH
MEDECK   ,643,CLIN CARDIOLOGY WY
MEDECK   ,644,P-DERM WY
MEDECK   ,652,P-ID CONSULTS AK
MEDECK   ,653,P-CARD/ELEC AK
MEDECK   ,654,P-DERM ALASKA
MEDECK   ,657,Clinical Hem/Onc
MEDECK   ,658,P-INF DIS AK
MEDECK   ,660,P-CRIT CRE SUBI AK
MEDECK   ,661,P-WD MED SUB I BIL
MEDECK   ,664,P-DERM MT
MEDECK   ,665,P-ENDOCRIN BOZEMAN
MEDECK   ,667,HOSP SUBI MT
MEDECK   ,668,CRIT CARE MEDICINE
MEDECK   ,669,P-NEPH MONTANA
MEDECK   ,670,P-CL MED CCU-ID FA
MEDECK   ,671,P-WD MED SUB I ID
MEDECK   ,672,P-ENDOCRIN ID
MEDECK   ,673,P-CARD/ELEC ID
MEDECK   ,674,P-DERM ID
MEDECK   ,675,P-ALLERGY BOISE
MEDECK   ,676,P-GASTRO IDAHO
MEDECK   ,677,P-HEM/ONC ID
MEDECK   ,678,P-INF DIS ID
MEDECK   ,679,P-NEPH ID
MEDECK   ,680,P-RESP/CC IDAHO
MEDECK   ,681,P-CLIN ASPCT AGE ID 
MEDECK   ,682,P-CRIT CRE SUBI ID
MEDECK   ,683,P-OTP CLIN CARD VM
MEDECK   ,684,HOSP/ONC SUB I SEA
MEDECK   ,686,P-ADV DERM IDAHO
MEDECK   ,690,P-INT MED SHIPROCK
MEDECK   ,691,P-MED SPEC ELEC SEA 
MEDECK   ,692,P-MED SPEC ELEC WA
MEDECK   ,693,P-MED SPEC ELEC WY
MEDECK   ,694,P-MED SPEC ELEC AK
MEDECK   ,695,P-MED SPEC ELEC MT
MEDECK   ,696,P-MED SPEC ELEC ID
MEDECK   ,697,P-MED SPEC ELEC AWY 
MEDECK   ,701,P-OCCUP ENVR MED
MEDECK   ,724,P-INTERPROF HOSP MED
MEDECK   ,744,INTRO CLIN DERM WY
MEDECK   ,774,INTRO CLIN DERM ID
MEDRCK   ,601,P-CL CLERKSHIPS
MEDRCK   ,608,CLK SEA-TACOMA
MEDRCK   ,612,P-CLK SEA-MAD
MEDRCK   ,615,P-CLK SEA-LONGVIEW
MEDRCK   ,616,P-CLK SEA-OLY
MEDRCK   ,617,P-CLK SEA-PT
MEDRCK   ,618,P-LIC MED
MEDRCK   ,621,P-CLK SPOKANE
MEDRCK   ,622,P-CLK PUL-SPO
MEDRCK   ,624,P-CLK SEA-WEN
MEDRCK   ,625,CLK SEA-MOSES LAKE
MEDRCK   ,630,P-WRITE MED CLK
MEDRCK   ,632,P-CLK SEA-JAC
MEDRCK   ,633,P-CLK SEA-GIL
MEDRCK   ,634,P-CLK SEA-SHE
MEDRCK   ,635,MED CLERKSHIP-WY
MEDRCK   ,636,P-CLK SEA-DOU
MEDRCK   ,652,P-CLK SEA-ANC
MEDRCK   ,653,P-CLK SEA-ANMC
MEDRCK   ,654,P-CLK SEA-SOL
MEDRCK   ,672,P-CLK SEA-BIL
MEDRCK   ,673,P-CLK SEA-GRF
MEDRCK   ,674,P-CLK SEA-DIL
MEDRCK   ,675,P-CLK BOISE-BIL
MEDRCK   ,676,P-CLK SEA-MIS
MEDRCK   ,678,P-CLK SEA-BOZ
MEDRCK   ,691,P-CLK BOISE
MEDRCK   ,693,P-CLK SEA-TWIN FALLS
MEDRCK   ,697,P-CLK BOISE-TWN FALL
MICROM   ,411,BACTERIAL GENETICS
MICROM   ,431,RECOMB DNA TECH
MICROM   ,442,MED BACTERIOLOGY
MICROM   ,443,MED BACTERIOLOGY LAB
MICROM   ,450,MOLEC BIOL VIR
MICROM   ,482,PEER TEACHING
MICROM   ,495,HONORS UNDERGR RSCH 
MICROM   ,496,UNDERGRAD LIBR RSCH 
MICROM   ,499,UNDERGRAD LAB RSRCH 
MICROM   ,500,INTRO TO RESEARCH
MICROM   ,520,SEMINAR
MICROM   ,522,CURR RES MICRO
MICROM   ,526,SURFACE PROTEINS
MICROM   ,529,RES IN BACT PATH
MICROM   ,532,RES METHANOGENESIS
MICROM   ,533,RES HERPESVIROLOGY
MICROM   ,534,BACT PATHOGENESIS
MICROM   ,555,ADV CLINICAL MICRO
MICROM   ,585,RES CEL MOL BIOL
MICROM   ,600,INDEPNDNT STDY/RSCH 
MICROM   ,700,MASTERS THESIS
MICROM   ,800,DOCTORAL DISSERTATN 
MOLMED   ,513,CLIN MEDICAL GENET
MOLMED   ,540,MED IN ACTION
NEUR S   ,498,UNDERGRAD THESIS
NEUR S   ,499,UNDERGRAD RESEARCH
NEUR S   ,505,P-PRECEPT NEUROSURG 
NEUR S   ,665,P-CLIN NEUROSURG
NEUR S   ,699,P-WWAMI NEUR S ELECT
NEURL   ,495,NEURO IMP VOC REHAB 
NEURL   ,499,UNDERGRAD RESEARCH
NEURL   ,505,P-PRECEPT NEUROL
NEURL   ,632,P-INT NEURL CASPER
NEURL   ,633,P-NEURL-ANC AK
NEURL   ,634,P-NEURL-ANMC AK
NEURL   ,636,P-INT NUERL KLSPL
NEURL   ,637,P-INT NEURL-MISSOU1 
NEURL   ,638,P-INT NEURL-GRTFLLS 
NEURL   ,639,P-NEURL-BLLNG RNC
NEURL   ,640,P-INT NEURL-BLLNGS1 
NEURL   ,641,P-NEURL-BOZEMAN
NEURL   ,642,P-INTRO NEURL-STLUKE
NEURL   ,643,P-INT NEURL-BOISE2
NEURL   ,644,P-NEURL-IDFLLS EINA 
NEURL   ,645,P-NEURL-ID FALLS
NEURL   ,647,P-NEURL-BOISE ST ALF
NEURL   ,648,P-NEURL-COEURDALENE 
NEURL   ,649,P-INT NEURL ST JO
NEURL   ,650,P-INT NEURL LACEY
NEURL   ,651,P-ING NEURL KIRK
NEURL   ,652,P-INT NEURL ROCKW
NEURL   ,653,P-ING NEURL SPCMA
NEURL   ,654,P-INT NEURL-SPOK 2
NEURL   ,655,P-INT NEURL-SPOK
NEURL   ,656,P-INT NEURL-WENATCH 
NEURL   ,657,P-NEURL-YAKIMA
NEURL   ,658,P-INT NEURL-OLYNEUR 
NEURL   ,659,P-INT NEURL-LKWOOD
NEURL   ,660,P-INT NEURL-MADIGAN 
NEURL   ,661,P-NEURL-MULTICARE
NEURL   ,662,P-INT NEURL-GH TAC
NEURL   ,663,P-INT NEURL-GH EAST 
NEURL   ,664,P-INT NEURL-BURIEN
NEURL   ,665,P-INTRO NEURL-UWMC
NEURL   ,666,P-INT NEURL - HMC
NEURL   ,667,P-INT NEURL - VA
NEURL   ,668,P-INT NEURL - NW
NEURL   ,669,P-INT NEURL - VM
NEURL   ,670,P-INT NEURL - MJ
NEURL   ,671,P-INT NEURL - SWED
NEURL   ,672,P-INT NEURL-GH SEA
NEURL   ,673,P-INT NEURL-VALLEY
NEURL   ,675,P-INT NEURL- VANC
NEURL   ,697,NEURL AWAY ELECTIVE 
NEURL   ,699,WWAMI NEURL SP ELEC 
OB GYN   ,498,UNDERGRAD THESIS
OB GYN   ,499,UNDERGRAD RESEARCH
OB GYN   ,505,P-OB GYN PRECEPTSHP 
OB GYN   ,550,P-PREG TERM ISSUES
OB GYN   ,551,PERINATAL CARE ELECT
OB GYN   ,579,P-OB&GYN INVESTIGA
OB GYN   ,598,OB GYN IND STDY REM 
OB GYN   ,628,P- OB GY ELECT CEDAR
OB GYN   ,629,P-OB GY CLK WASILLA 
OB GYN   ,630,P-WRITE OBG CLN CLK 
OB GYN   ,632,P-OBGY-BELLINGHAM
OB GYN   ,633,P-OB GYN SPO RKWD
OB GYN   ,634,P-OB GYN OLY LIC
OB GYN   ,635,P-OB GY GRT FLS
OB GYN   ,638,P-GYN PLND PRTHD SPO
OB GYN   ,639,P-OB GYN ST ALPHON
OB GYN   ,643,P-OB GYN POWELL
OB GYN   ,644,P-OB GY GILLETTE
OB GYN   ,645,P-OB GY SHERIDAN
OB GYN   ,646,OB GYN ROCK SP MHSC 
OB GYN   ,647,P-OB GYN NAMPA
OB GYN   ,649,P-OB GY CLK FAIR TVC
OB GYN   ,650,P-OB GY KALISPELL
OB GYN   ,651,P-OB GY HELENA
OB GYN   ,652,P-OB GY BOZ DWS
OB GYN   ,664,P-OBGY - GH TACOMA
OB GYN   ,683,P-GYN/ONC SUB-I BOI 
OB GYN   ,692,P-OBGY CLK BOZEMAN
OB GYN   ,693,P-OBGY VALLEYMEDCTR 
OB GYN   ,695,P-OBGY - TRI CITIES 
OB GYN   ,699,P-WWAMI OB GYN ELECT
OPHTH   ,498,UNDERGRAD THESIS
OPHTH   ,499,UNDERGRAD RESEARCH
OPHTH   ,501,P-OPHTH PRECEP
OPHTH   ,689,P-OPHTH - SPOKANE
OPHTH   ,690,P-OPHTH MISSOULA
OPHTH   ,691,P-OPHTH CRKSHP-NAMPA
OPHTH   ,692,P-OPHTH BOZEMAN
OPHTH   ,699,P-WWAMI OPHTH ELECT 
ORTHP   ,498,UNDERGRAD THESIS
ORTHP   ,499,UNDERGRAD RESEARCH
ORTHP   ,505,P-PRECEPT ORTHP
ORTHP   ,643,P-GEN ORTHO CODY
ORTHP   ,644,P-GEN CLKSH JACKSON 
ORTHP   ,662,P-GEN ORTHOP CASPER 
ORTHP   ,668,P-PED ORTHP SPOKANE 
ORTHP   ,669,P-GEN CLKSHPSPOKANE 
ORTHP   ,684,DISORDERS OF SPINE
ORTHP   ,686,P-SPORTS MED BOISE
ORTHP   ,687,P-SHOULDER & ELBOW
ORTHP   ,688,P-SPORTS MED SPO
ORTHP   ,699,P-WAMI ORTHP ELECT
OTOHN   ,498,UNDERGRAD THESIS
OTOHN   ,499,UNDERGRAD RESEARCH
OTOHN   ,501,P-CLIN PRECPT
OTOHN   ,677,P-OTO HARBORVIEW
OTOHN   ,681,P-OTOHNS HMC
OTOHN   ,682,P-OTOHNS VA
OTOHN   ,684,P-OTOHNS SEACHILDRE 
OTOHN   ,687,P-OTOHNS SPOKANE
OTOHN   ,688,P-OTOHNS ANCHORAGE
OTOHN   ,689,P-OTOHNS LARAMIE
OTOHN   ,699,P-OTOHNS WWAMI
PATH   ,498,UNDERGRAD THESIS
PATH   ,499,UNDERGRAD RESEARCH
PATH   ,500,MOLEC BASIS OF DIS
PATH   ,501,PATHOLOGY PROSEMNR
PATH   ,511,TOPICS IN PATHOLOGY 
PATH   ,517,AGING BIOL & PATH
PATH   ,520,EXP PATHOLOGY SMNR
PATH   ,540,TRANS RES TOPICS
PATH   ,544,GENERAL PATHOLOGY
PATH   ,550,MECHANISMS DISEASE
PATH   ,551,EXPER & MOLEC PATH
PATH   ,600,INDEPNDNT STDY/RSCH 
PATH   ,675,P-DIAG PATH-MISSOULA
PATH   ,676,P-DIAG PATH-SPOK
PATH   ,677,P-NEUROPATH HMC
PATH   ,699,P-WAMI PATH ELECT
PATH   ,700,MASTERS THESIS
PATH   ,800,DOCTORAL DISSERTATN 
PEDS   ,498,UNDERGRAD THESIS
PEDS   ,499,UNDERGRAD RESEARCH
PEDS   ,505,P-PRECEP IN PEDS
PEDS   ,619,INTRO CR NWBRN INFT 
PEDS   ,620,PEDS SUBSPEC CLINIC 
PEDS   ,622,P-PEDS CH ABUSE BOI 
PEDS   ,624,P-EMERGENCY MED SPO 
PEDS   ,625,P-PEDS EMERGENCY MED
PEDS   ,629,P-NEONATAL PEDS MIS 
PEDS   ,630,P-WRITE PEDS CLK
PEDS   ,631,P-LIC PEDS
PEDS   ,640,P-PEDS GI BOISE
PEDS   ,647,P-PED CLKSHP LEWSTN 
PEDS   ,648,PED CLKRSHP EVER
PEDS   ,650,P-PED CLKSHP MOSEL
PEDS   ,651,P-PED CLKSHP BOZEM
PEDS   ,652,P-PED CLKSHP IDA FAL
PEDS   ,653,P-PED CLKSHP HELENA 
PEDS   ,655,P-PED GEN CLRKSHP
PEDS   ,657,P-PED CLKSHP MISSOU 
PEDS   ,658,P-PED CLKSHP BOISE
PEDS   ,659,P-PED GEN CLKSHIP
PEDS   ,660,P-PED GEN CLKSHIP
PEDS   ,661,P-PEDS GEN CLK ANCH 
PEDS   ,671,P-PEDIATRIC ENDOCRIN
PEDS   ,672,P-OFFICE PR SPOKANE 
PEDS   ,674,P-PEDS GENETICS SPO 
PEDS   ,675,P-CAM ELECTIVE
PEDS   ,677,P-PEDS INTENS CARE
PEDS   ,688,PED RHEUMATOLOGY
PEDS   ,689,P-ADV PED FT WASHA
PEDS   ,690,P-ADV PED CLK BOISE 
PEDS   ,692,P-PEDS ADV SPOKANE
PEDS   ,693,P-PEDS SUB-I MARY B 
PEDS   ,694,P-PEDS ADOL MED
PEDS   ,699,P-WWAMI PEDS ELECT
PHCOL   ,402,GEN PHCOL II
PHCOL   ,498,UNDERGRAD THESIS
PHCOL   ,499,UNDERGRAD RESEARCH
PHCOL   ,507,PHARMACOLOGY SMNR
PHCOL   ,510,DRUG DISC/EMRG THERA
PHCOL   ,511,AUTO/CARDIO PHCOL
PHCOL   ,514,CURRENT TOPICS
PHCOL   ,515,GEN PHARMACOL LAB
PHCOL   ,519,INT LAB RES PHCOL
PHCOL   ,537,MOL BIOL MEMBRN
PHCOL   ,561,ION CHANNELS
PHCOL   ,562,MOL BASIS MOTVD BEH 
PHCOL   ,564,KINASE FUNCTION
PHCOL   ,571,MOL NEUROSECRETION
PHCOL   ,572,REGULATED TXN PHCOL 
PHCOL   ,573,MICROGLIA AND CB
PHCOL   ,575,STRUCT BIOL UBIQ
PHCOL   ,576,G-PROTEIN CLPD RCPTR
PHCOL   ,577,UBIQUITIN FUNCTION
PHCOL   ,578,AKAPS RESEARCH
PHCOL   ,579,GENES AND BEHAVIOR
PHCOL   ,580,PROTEOMICS CELLSYST 
PHCOL   ,581,MITO SIGNALMETABOL
PHCOL   ,582,NUC ARCH NCRNA
PHCOL   ,583,NEURODEV & DISEASE
PHCOL   ,600,INDEPNDNT STDY/RSCH 
PHCOL   ,700,MASTERS THESIS
PHCOL   ,800,DOCTORAL DISSERTATN 
P BIO   ,498,UNDERGRAD THESIS
P BIO   ,499,UNDERGRAD RESEARCH
P BIO   ,508,PHYSIOLOGY LAB
P BIO   ,513,TEACHING PHYSIOLOGY 
P BIO   ,520,PHYSIOLOGY SEMINAR
P BIO   ,521,BIOPHYSICS SEMINAR
P BIO   ,522,SEL TOPICS RES PHYS 
P BIO   ,526,RDGS ADV PHYS & BIO 
P BIO   ,545,QUANT METH NEUROSCI 
P BIO   ,600,INDEPNDNT STDY/RSCH 
P BIO   ,700,MASTERS THESIS
P BIO   ,800,DOCTORAL DISSERTATN 
PBSCI   ,498,UNDERGRAD THESIS
PBSCI   ,499,H-UNDERGRAD RESCH
PBSCI   ,505,P-PSYCH PRECEPTRSHP 
PBSCI   ,598,PBSCI IND STDY REM
PBSCI   ,600,RES IN PSYCHIATRY
PBSCI   ,630,P-WRITE PBSCI CLK
PBSCI   ,631,P-PSYCH JUNEAU
PBSCI   ,637,P-PSYCH FAIRFAX
PBSCI   ,638,P-PSYCH NW HOSPITAL 
PBSCI   ,639,P-PSYCH OLYMPIA
PBSCI   ,640,P-PSYCH POCATEL
PBSCI   ,649,P-PBSCI ESH SPO
PBSCI   ,655,P-PSYCH CHEYNE
PBSCI   ,660,P-PBSCI BOZEMAN
PBSCI   ,661,P-PSYCH HELENA
PBSCI   ,662,PSYCH MISSOULA
PBSCI   ,663,PSYCH BILLINGS
PBSCI   ,669,P-PSYCH CASPER
PBSCI   ,674,P-THERAPEUTIC COMM
PBSCI   ,695,P-CHILD PSYCH CSTC
R ONC   ,499,UNDERGRAD RESEARCH
R ONC   ,505,P-PRADONC PRECPTSHP 
R ONC   ,600,INDEPENDT STDY/RSCH 
R ONC   ,694,P-CANCER MGMT SCCA
R ONC   ,699,P-WAMI R ONC ELECT
RADGY   ,498,UNDERGRAD THESIS
RADGY   ,499,UNDERGRAD RESEARCH
RADGY   ,505,P-RADGY PRECEPTOR
RADGY   ,600,INDEPNDNT STDY/RSCH 
RADGY   ,685,P-DX RADGY BOZEMAN
RADGY   ,686,P-RADGY ID FALLS
RADGY   ,687,P-DX RADGY CASPER
RADGY   ,688,P-DX RADGY BOISE
RADGY   ,689,P-DX RADGY BILLINGS 
RADGY   ,691,P-DX RADGY ALASKA
RADGY   ,692,P-DX RADGY SPOKANE
RADGY   ,694,P-DX RADGY/CL ROT
RADGY   ,695,P-RAD SUB-SPEC
RADGY   ,699,P-WWAMI RADGY ELECT 
RHB PO   ,502,PROF & PRACT ISSUES 
RHB PO   ,515,UL ORTHOTICS
RHB PO   ,530,LL ORTHOTICS III
RHB PO   ,531,LL ORTHO III CLIN
RHB PO   ,534,SPINAL ORTHOTICS II 
RHB PO   ,563,CLIN ROTATION III
RHB PO   ,583,EBP I
REHAB   ,496,SPECIAL TOPICS
REHAB   ,498,UNDERGRAD THESIS
REHAB   ,499,UNDERGRAD RESEARCH
REHAB   ,506,PROCDRS 2 PE SPINE
REHAB   ,509,FUNCTIONAL SKILLS
REHAB   ,513,SPEC STUDIES IN PT
REHAB   ,519,P-PRECEP REHAB MED
REHAB   ,520,SEMINAR
REHAB   ,530,ASPCTS VOCTNL COUNS 
REHAB   ,533,DISEAS DIAGNO REHAB 
REHAB   ,542,GROS ANAT LAB SPINE 
REHAB   ,545,FNC ANAT RHAB SPINE 
REHAB   ,546,TEACH PRACT REHAB
REHAB   ,551,NEUROBIOLOGY REHAB
REHAB   ,554,INTERPROFESS PRACT
REHAB   ,555,P-NEUROMUS ELCTRODG 
REHAB   ,558,REHAB RSRCH MTHDS
REHAB   ,564,OT PRACTICE SKILLS
REHAB   ,566,SPECIAL TOPICS
REHAB   ,567,PRACTICUM IN REHAB
REHAB   ,575,OT IN PHYS DIS II
REHAB   ,576,OT IN PEDS
REHAB   ,578,DOMAIN & PROCESS I
REHAB   ,585,OT LEADERSHIP MGMT
REHAB   ,591,GRADUATE PROJECT
REHAB   ,594,CLIN FIELDWORK OT
REHAB   ,596,EMG&CLIN NEUROPHYS
REHAB   ,598,ELCTRMY & ELCTRD LB 
REHAB   ,600,INDEPNDNT STDY/RSCH 
REHAB   ,684,REHAB BOISE
REHAB   ,688,REHAB MED VA INPT
REHAB   ,690,P-REHAB MED UWMC
REHAB   ,692,P-REHAB ST LUKES
REHAB   ,699,P-WAMI REHAB ELECT
REHAB   ,700,MASTERS THESIS
REHAB   ,800,DISSERTATION
SURG   ,498,UNDERGRAD THESIS
SURG   ,499,UNDERGRAD RESEARCH
SURG   ,505,P-PRECEPT SURGERY
SURG   ,600,INDEPNDNT STDY/RSCH 
SURG   ,604,P-CLIN CLRCK BOZEMAN
SURG   ,605,P-CLRCK SWEDISH
SURG   ,606,P-CLK ANCHORAGE
SURG   ,632,P-PLASTIC SURG SPS
SURG   ,639,P-Rural Surgery Pol 
SURG   ,640,P-RURAL SURG DLLN
SURG   ,641,P-RURAL SURG GLSGW
SURG   ,642,P-RURAL SURG PULLMN 
SURG   ,644,P-RURAL SURG LEWSTN 
SURG   ,646,P-RURAL SURG GILLETT
SURG   ,647,P-RURAL SURG POWELL 
SURG   ,648,P-RURAL SURG LIBBY
SURG   ,649,P-RURAL SURG LEWSTN 
SURG   ,650,P-RURAL SURG TWIN F 
SURG   ,651,P-COMM SURG RCK SPR 
SURG   ,652,P-PLAS SURG SPOKANE 
SURG   ,653,P-PED SURG SPOKANE
SURG   ,654,P-CARDIOTHORAC SURG 
SURG   ,656,P-TRAUMA SURG BOISE 
SURG   ,657,P-VASC SURG SPOK
SURG   ,658,P-AMB SURG M BRIDGE 
SURG   ,659,P-AMB SURG MADIGAN
SURG   ,660,P-AMB SURG GR HEALTH
SURG   ,661,P-SURG ICU VA
SURG   ,666,P-CLIN CLKSHP BOISE 
SURG   ,667,P-CLIN SPOKANE
SURG   ,668,CASPER CLERKSHIP
SURG   ,669,BILLINGS CLERKSHIP
SURG   ,670,MISSOULA CLERKSHIP
SURG   ,671,MADIGAN CLERKSHIP
SURG   ,675,P-CL CLRCK CALDWELL 
SURG   ,676,P-PEDS CARDIO
SURG   ,677,P-CLK SHERIDAN
SURG   ,678,P-CLIN CLK KALISPELL
SURG   ,679,P-CLIN CLRCK WENTCHE
SURG   ,680,P-CL CLRK NW HOS
SURG   ,684,P-PEDS SURG BOISE
SURG   ,691,P-SURG ICU HMC
SURG   ,692,P-AMB SURG SEA CHDR 
SURG   ,693,P-RURL SURG BUFFALO 
SURG   ,694,P-RURL SURG RIVERT
SURG   ,695,VASC SURG
SURG   ,696,P-BREAST SURG SPOK
SURG   ,698,P-FAIRBANKS CLRKSHP 
SURG   ,699,P-WAMI SURG ELECT
UROL   ,498,UNDERGRAD THESIS
UROL   ,499,UNDERGRAD RESEARCH
UROL   ,501,P-UROL PRECEP
UROL   ,600,INDEP STUDY
UROL   ,678,P-UROL CLRKSHP IDAHO
UROL   ,682,P-UROL CLKSHP SPOK
UROL   ,683,P-UROL CLKSHP BOISE 
UROL   ,684,P-UROL CLK BILLINGS 
UROL   ,686,P-UROL CLRK BOZEMAN 
UROL   ,699,P-WWAMI UROL ELECT
IECMH   ,555,REL BSD MH ASSESS YC
NSG   ,432,INFANT RESILIENCE
NSG   ,505,APPLIED OCC HEALTH
NSG   ,507,TEC ASP OCC SAFETY
NSG   ,508,INTRO TO ERGON
NSG   ,511,COMM PREVENTION
NSG   ,551,HEALTH POLICY
NSG   ,552,SOC DETER LTH & EQ
NSG   ,556,PRGM PLAN & CULTURE 
NSG   ,558,OCC HLTH NSG PRO DV 
NSG   ,560,PEDS CASE STUDIES
NURS   ,201,LIFESPAN GROWTH
NURS   ,301,GENERAL ANATOMY
NURS   ,308,HUMAN RESPONSES II
NURS   ,310,NURS PHARMTHERAP II 
NURS   ,401,CARE IN ILLNESS I
NURS   ,410,LEGAL ETHIC ISSUES
NURS   ,415,CHILDBEAR/CHILDREAR 
NURS   ,445,TOPICS IN NURSING
NURS   ,499,SPECIAL ELECTIVES
NURS   ,507,MENTAL HLTH & AGING 
NURS   ,518,CHILD MGT I: ACUTE
NURS   ,525,MNG CLIN EFFECT
NURS   ,540,SPECIAL TOP IN BNHS 
NURS   ,546,INTERPERSONAL THERAP
NURS   ,547,NEURO BASIS PMH
NURS   ,580,CR ISS OCC/ENV MED
NURS   ,589,THEORY IN NURSING
NURS   ,592,THERAPEUTICS:THEORY 
NURS   ,599,SEL RDGS IN NSG SCI 
NCLIN   ,407,PRACTICUM ADULT NSG 
NCLIN   ,409,PARTNER COM HEALTH
NCLIN   ,416,CLINICAL C&C
NCLIN   ,418,PSYCH NSG CLINICAL
NCLIN   ,502,PEDS HLTH ACCESS
NCLIN   ,567,APN CLINICAL
NCLIN   ,599,INDEP CLIN PRACT
NCLIN   ,801,CLIN PRAC IMMERSION 
NMETH   ,403,INTRO RESEARCH NURS 
NMETH   ,499,UNDERGRAD RESEARCH
NMETH   ,524,HEALTH SYS & EHR
NMETH   ,528,COMPUTING CONCEPTS
NMETH   ,535,NURSING INQUIRY
NMETH   ,579,RES DESIGN METHODS
NMETH   ,598,SPECIAL PROJECTS
NMETH   ,600,INDEPNDNT STDY/RSCH 
NMETH   ,700,MASTERS THESIS
NMETH   ,800,DOCTORAL DISSERTATN 
NMETH   ,801,DOCTORATE PROJECT
MEDCH   ,495,SPECIAL STUDIES
MEDCH   ,499,UNDERGRAD RESEARCH
MEDCH   ,520,SEMINAR
MEDCH   ,527,DRUG METABOLISM
MEDCH   ,528,BIOPHYS/BIOPHARM
MEDCH   ,529,ADV MEDCH
MEDCH   ,551,OXYGENASES MED CHEM 
MEDCH   ,552,DRUG ACTION METAB
MEDCH   ,553,ENZYM MED CHEM
MEDCH   ,554,BIO & STRUCT VIROL
MEDCH   ,555,BIOP PHARM DYN PROT 
MEDCH   ,556,CLIN MECH DRG METB
MEDCH   ,557,ANTI INTER
MEDCH   ,559,BIOSYN MET ANLY LIP 
MEDCH   ,563,MEDICINAL CHEM
MEDCH   ,570,MED BIOCHEM
MEDCH   ,582,TOPICS IN MED CHEM
MEDCH   ,599,CUMULATIVE EXAMS
MEDCH   ,600,INDEPNDNT STDY/RSCH 
MEDCH   ,700,MASTERS THESIS
MEDCH   ,800,DOCTORAL DISSERTATN 
PCEUT   ,499,UNDERGRAD RESEARCH
PCEUT   ,506,PHARMACEUTICL SCI 2 
PCEUT   ,513,PHARM/TOX GENOMICS
PCEUT   ,520,SEMINAR
PCEUT   ,532,CLINICAL PHARMACO
PCEUT   ,570,ADV RESEARCH TOPICS 
PCEUT   ,583,TOPICS IN PCEUT
PCEUT   ,598,INDEPENDNT RESEARCH 
PCEUT   ,599,CUMULATIVE EXAMS
PCEUT   ,600,INDEPNDNT STDY/RSCH 
PCEUT   ,700,MASTERS THESIS
PCEUT   ,800,DOCTORAL DISSERTATN 
PHARM   ,499,UNDERGRAD RES
PHARM   ,501,ALT AND COMP MED
PHARM   ,509,EBM3 LIT EVAL
PHARM   ,514,PHARM FOR ADV PRAC
PHARM   ,517,BMED REG AFF DEV
PHARM   ,521,PHARM TEACH PRACT
PHARM   ,535,HEALTH OUTCOMES
PHARM   ,538,CD ISSUES IN PRAC
PHARM   ,541,PHARM HEALTH CR SOC 
PHARM   ,543,PHARM LAWS & ETHICS 
PHARM   ,550,SEMINAR GERIATRICS
PHARM   ,561,P'THERAPEUTICS V
PHARM   ,565,APP PHARMACOTHER III
PHARM   ,566,APPLIED KINETICS
PHARM   ,568,HEALTH ECONOMICS
PHARM   ,573,PHARM ADVOCACY II
PHARM   ,581,GLOBAL PHARMACY
PHARM   ,585,PHARM PRACT II
PHARM   ,588,DIABETES CARE
PHARM   ,593,PHARMACY PRACTICE V 
PHARM   ,595,P-SPECIAL STUDIES
PHARM   ,597,GRADUATE SEMINAR
PHARM   ,599,INDEPENDENT STUDY
PHARM   ,600,INDEPNDNT STDY/RSCH 
PHARM   ,700,MASTER'S THESIS
PHARM   ,800,DOCTORAL DISSERTATN 
PHARMP   ,511,IPPE COMMUNITY I
PHARMP   ,514,IPPE COMMUNITY IV
PHARMP   ,521,IPE FOUNDATIONS I
PHARMP   ,522,IPE FOUNDATIONS II
PHARMP   ,533,IPPE HOSPITAL III
PHARMP   ,571,APPE GEN MED
PHARMP   ,572,APPE HEALTH SYSTEM
PHARMP   ,573,APPE AMB CARE
PHARMP   ,574,APPE COMMUNITY
PHARMP   ,575,APPE PATIENT CARE
PHARMP   ,576,APPE NON-PT CARE
PHARMP   ,577,APPE SENIOR CARE
PHARMP   ,578,APPE ELECTIVE
PHARMP   ,581,GEN MED APPE
PHARMP   ,582,IN-PATIENT APPE
PHARMP   ,583,AMBULATORY APPE
PHARMP   ,584,COMMUNITY APPE
PHARMP   ,585,PATIENT CARE APPE
PHARMP   ,586,NON-PATIENT APPE
